,img_path,cls_name,social
60,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1696487516-f6I6tjtIlMcyM2Q6.png,Politics/War,telegram
61,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100067333493264.png,Pets,facebook
62,/data/datasets/scam_donation_2024/scammers_images/all/youtube_bJbN-tST-r0.png,Politics/War,youtube
63,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064531936128.png,Association Logos,facebook
64,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064260176576.png,Pets,facebook
65,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1473208008-V89eyOHN3JahCkVJ.png,Games & Cartoon,telegram
66,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1820435526-planetbibizyan.png,Politics/War,telegram
67,/data/datasets/scam_donation_2024/scammers_images/all/twitter_153805750.png,Frontimage Man/Woman,twitter
68,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1161107215.png,Association Logos,twitter
69,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2050808836-hzaze_sporat1.png,Association Logos,telegram
70,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1355164945323683841.png,Miscellaneous,twitter
71,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100053949473574.png,Pets,facebook
72,/data/datasets/scam_donation_2024/scammers_images/all/youtube_hgVYrpUs4qU.png,Frontimage Man/Woman,youtube
73,/data/datasets/scam_donation_2024/scammers_images/all/youtube_4mS3ROfyJ3s.png,Social Content/Posts,youtube
74,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100084390786300.png,Miscellaneous,facebook
75,/data/datasets/scam_donation_2024/scammers_images/all/twitter_3323778494.png,Frontimage Man/Woman,twitter
76,/data/datasets/scam_donation_2024/scammers_images/all/youtube_2uabwdYMzVk.png,Social Content/Posts,youtube
77,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1196503896073670656.png,Association Logos,twitter
78,/data/datasets/scam_donation_2024/scammers_images/all/instagram_thewirein.png,Association Logos,instagram
79,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1448828405-leaders_official.png,Games & Cartoon,telegram
80,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100009926535557.png,Pets,facebook
81,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1666331937-ivBz6adD3Sg2ZWM1.png,Crypto Coins,telegram
82,/data/datasets/scam_donation_2024/scammers_images/all/twitter_39766020.png,Games & Cartoon,twitter
83,/data/datasets/scam_donation_2024/scammers_images/all/instagram_winstonthepony24.png,Pets,instagram
84,/data/datasets/scam_donation_2024/scammers_images/all/youtube_1ya49A_PFpg.png,Social Content/Posts,youtube
85,/data/datasets/scam_donation_2024/scammers_images/all/twitter_989567996904357888.png,Frontimage Man/Woman,twitter
86,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1066644882964516865.png,Miscellaneous,twitter
87,/data/datasets/scam_donation_2024/scammers_images/all/twitter_4026518639.png,Frontimage Man/Woman,twitter
88,/data/datasets/scam_donation_2024/scammers_images/all/youtube_mdA4RTYKQAQ.png,Social Content/Posts,youtube
89,/data/datasets/scam_donation_2024/scammers_images/all/instagram_fip_hk.png,Pets,instagram
90,/data/datasets/scam_donation_2024/scammers_images/all/youtube_ZRZ5MSKFHjA.png,Social Content/Posts,youtube
91,/data/datasets/scam_donation_2024/scammers_images/all/youtube_UdzKVeVPht4.png,Frontimage Man/Woman,youtube
92,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2082561005-fxrwtx.png,Frontimage Man/Woman,telegram
93,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2006330194-ton4btc.png,Crypto Coins,telegram
94,/data/datasets/scam_donation_2024/scammers_images/all/youtube_m9LH7MBxJJE.png,Social Content/Posts,youtube
95,/data/datasets/scam_donation_2024/scammers_images/all/youtube_74Jj3S5Kri8.png,Politics/War,youtube
96,/data/datasets/scam_donation_2024/scammers_images/all/youtube_dgu0RSNyDUE.png,Social Content/Posts,youtube
97,/data/datasets/scam_donation_2024/scammers_images/all/instagram_irondogk9international.png,Pets,instagram
98,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1008214019-fardinalikhah.png,Frontimage Man/Woman,telegram
99,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100004316282665.png,Games & Cartoon,facebook
100,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100090600882162.png,Association Logos,facebook
101,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100057635223538.png,Miscellaneous,facebook
102,/data/datasets/scam_donation_2024/scammers_images/all/instagram_nypost.png,Association Logos,instagram
103,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064287213636.png,Games & Cartoon,facebook
104,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064823613261.png,Games & Cartoon,facebook
105,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064786926837.png,Pets,facebook
106,/data/datasets/scam_donation_2024/scammers_images/all/youtube_X7yIvHSosPw.png,Politics/War,youtube
107,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064334843765.png,Association Logos,facebook
108,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2012943229-fightposting.png,Social Content/Posts,telegram
109,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1171060303011962880.png,Frontimage Man/Woman,twitter
110,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1742476210-musica8daudi.png,Games & Cartoon,telegram
111,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1799171443-agentofficiel.png,Crypto Coins,telegram
112,/data/datasets/scam_donation_2024/scammers_images/all/youtube_nO1d675nIsU.png,Politics/War,youtube
113,/data/datasets/scam_donation_2024/scammers_images/all/youtube_SPfryeVGE5o.png,Politics/War,youtube
114,/data/datasets/scam_donation_2024/scammers_images/all/youtube_elcOQ8HVDSg.png,Social Content/Posts,youtube
115,/data/datasets/scam_donation_2024/scammers_images/all/telegram_2111383659-sbFnAG-Jly9mNzky.png,Politics/War,telegram
116,/data/datasets/scam_donation_2024/scammers_images/all/youtube_1tbEjE1tsTw.png,Social Content/Posts,youtube
117,/data/datasets/scam_donation_2024/scammers_images/all/twitter_244112880.png,Association Logos,twitter
118,/data/datasets/scam_donation_2024/scammers_images/all/youtube_gZvoTFhnOWI.png,Social Content/Posts,youtube
119,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1942371998-rogerxaxaxa.png,Games & Cartoon,telegram
120,/data/datasets/scam_donation_2024/scammers_images/all/youtube_Zz6ybg2in-I.png,Social Content/Posts,youtube
121,/data/datasets/scam_donation_2024/scammers_images/all/youtube_eHxpqS-YBdM.png,Games & Cartoon,youtube
122,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100070660025256.png,Association Logos,facebook
123,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100069416839136.png,Pets,facebook
124,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100076271976598.png,Association Logos,facebook
125,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1683788928-magggeorg.png,Games & Cartoon,telegram
126,/data/datasets/scam_donation_2024/scammers_images/all/instagram_pfahyderabad.png,Association Logos,instagram
127,/data/datasets/scam_donation_2024/scammers_images/all/youtube_hScv1OKvQkg.png,Social Content/Posts,youtube
128,/data/datasets/scam_donation_2024/scammers_images/all/twitter_127851451.png,Games & Cartoon,twitter
129,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1620872121-ariXUT5g26oxN2Q6.png,Frontimage Man/Woman,telegram
130,/data/datasets/scam_donation_2024/scammers_images/all/youtube_dsI1HuKbrog.png,Games & Cartoon,youtube
131,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1361657579-casandooverbo.png,Games & Cartoon,telegram
132,/data/datasets/scam_donation_2024/scammers_images/all/twitter_816282120767291392.png,Frontimage Man/Woman,twitter
133,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1442443141022318594.png,Frontimage Man/Woman,twitter
134,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100057476348510.png,Games & Cartoon,facebook
135,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100044238107786.png,Pets,facebook
136,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1707143005-a_kuzichev.png,Frontimage Man/Woman,telegram
137,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064108720016.png,Pets,facebook
138,/data/datasets/scam_donation_2024/scammers_images/all/twitter_566918257.png,Association Logos,twitter
139,/data/datasets/scam_donation_2024/scammers_images/all/twitter_41668173.png,Association Logos,twitter
140,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100079067276688.png,Association Logos,facebook
141,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1123885332-parslivres.png,Games & Cartoon,telegram
142,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064858891456.png,Association Logos,facebook
143,/data/datasets/scam_donation_2024/scammers_images/all/youtube_wgGl3fYHx_I.png,Social Content/Posts,youtube
144,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1186746035-gkparveenudan.png,Frontimage Man/Woman,telegram
145,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1417888931.png,Games & Cartoon,telegram
146,/data/datasets/scam_donation_2024/scammers_images/all/twitter_434453732.png,Frontimage Man/Woman,twitter
147,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1513284193-a5h8wNlNQAM1NTNk.png,Games & Cartoon,telegram
148,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100034872076843.png,Pets,facebook
149,/data/datasets/scam_donation_2024/scammers_images/all/twitter_2903285195.png,Association Logos,twitter
150,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100067470891222.png,Pets,facebook
151,/data/datasets/scam_donation_2024/scammers_images/all/twitter_781082881137311744.png,Association Logos,twitter
152,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063663338645.png,Association Logos,facebook
153,/data/datasets/scam_donation_2024/scammers_images/all/youtube_TSkccYtxMgQ.png,Social Content/Posts,youtube
154,/data/datasets/scam_donation_2024/scammers_images/all/youtube_OY_aRJ3ZSKI.png,Social Content/Posts,youtube
155,/data/datasets/scam_donation_2024/scammers_images/all/youtube_GsVSmSZ1PzE.png,Politics/War,youtube
156,/data/datasets/scam_donation_2024/scammers_images/all/youtube_LKv4NX1CwBg.png,Social Content/Posts,youtube
157,/data/datasets/scam_donation_2024/scammers_images/all/twitter_91416716.png,Association Logos,twitter
158,/data/datasets/scam_donation_2024/scammers_images/all/twitter_29334354.png,Frontimage Man/Woman,twitter
159,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1668197879-daily_help_trading_easy_earn_mon.png,Crypto Coins,telegram
160,/data/datasets/scam_donation_2024/scammers_images/all/youtube_2NdYVt-JMLc.png,Politics/War,youtube
161,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1418573241-alehssan_serial.png,Games & Cartoon,telegram
162,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064756775864.png,Pets,facebook
163,/data/datasets/scam_donation_2024/scammers_images/all/youtube_9H0ViPMutHc.png,Politics/War,youtube
164,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1643834710.png,Games & Cartoon,telegram
165,/data/datasets/scam_donation_2024/scammers_images/all/youtube_YDf2J0DDP_I.png,Social Content/Posts,youtube
166,/data/datasets/scam_donation_2024/scammers_images/all/youtube_0T-T3TrbEQc.png,Social Content/Posts,youtube
167,/data/datasets/scam_donation_2024/scammers_images/all/twitter_23478246.png,Association Logos,twitter
168,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100071960765227.png,Association Logos,facebook
169,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063952714023.png,Association Logos,facebook
170,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1443592630-pedalzaotvagu.png,Frontimage Man/Woman,telegram
171,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1881979256-netvoyotelo.png,Frontimage Man/Woman,telegram
172,/data/datasets/scam_donation_2024/scammers_images/all/twitter_233021404.png,Frontimage Man/Woman,twitter
173,/data/datasets/scam_donation_2024/scammers_images/all/instagram_tummyandgummy.png,Pets,instagram
174,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1779479066-nXA9e4Blky9jYjIy.png,Games & Cartoon,telegram
175,/data/datasets/scam_donation_2024/scammers_images/all/twitter_491444555.png,Association Logos,twitter
176,/data/datasets/scam_donation_2024/scammers_images/all/instagram_cherylspanglerrealestate.png,Frontimage Man/Woman,instagram
177,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1850318892-audio_kitobxonam.png,Games & Cartoon,telegram
178,/data/datasets/scam_donation_2024/scammers_images/all/twitter_777878930413932549.png,Games & Cartoon,twitter
179,/data/datasets/scam_donation_2024/scammers_images/all/youtube_QPQoeXTcFBQ.png,Social Content/Posts,youtube
180,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1820622806-legalayz_live.png,Games & Cartoon,telegram
181,/data/datasets/scam_donation_2024/scammers_images/all/instagram_lea_cheexin.png,Frontimage Man/Woman,instagram
182,/data/datasets/scam_donation_2024/scammers_images/all/youtube_M_PPYI0X4k4.png,Social Content/Posts,youtube
183,/data/datasets/scam_donation_2024/scammers_images/all/twitter_911011433147654144.png,Association Logos,twitter
184,/data/datasets/scam_donation_2024/scammers_images/all/twitter_89172148.png,Frontimage Man/Woman,twitter
185,/data/datasets/scam_donation_2024/scammers_images/all/twitter_495532074.png,Games & Cartoon,twitter
186,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1849286586-akhmad1408.png,Frontimage Man/Woman,telegram
187,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100079880086076.png,Association Logos,facebook
188,/data/datasets/scam_donation_2024/scammers_images/all/youtube_5tabnGFYJBE.png,Politics/War,youtube
189,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1649515844-C4hlhgZyHZFhYTc1.png,Association Logos,telegram
190,/data/datasets/scam_donation_2024/scammers_images/all/youtube_4JAir-uJ_kw.png,Social Content/Posts,youtube
191,/data/datasets/scam_donation_2024/scammers_images/all/twitter_146115076.png,Association Logos,twitter
192,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064456911668.png,Games & Cartoon,facebook
193,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1801404831-kinofromirm.png,Politics/War,telegram
194,/data/datasets/scam_donation_2024/scammers_images/all/instagram_kevintehmsc.png,Frontimage Man/Woman,instagram
195,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1077871781-simorgh_ecotourism.png,Association Logos,telegram
196,/data/datasets/scam_donation_2024/scammers_images/all/twitter_744697586.png,Frontimage Man/Woman,twitter
197,/data/datasets/scam_donation_2024/scammers_images/all/youtube_OM0Jtm9j5gE.png,Social Content/Posts,youtube
198,/data/datasets/scam_donation_2024/scammers_images/all/twitter_2679149100.png,Games & Cartoon,twitter
199,/data/datasets/scam_donation_2024/scammers_images/all/twitter_964793138408804352.png,Frontimage Man/Woman,twitter
200,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1215497253495816193.png,Frontimage Man/Woman,twitter
201,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1382295550872141828.png,Frontimage Man/Woman,twitter
202,/data/datasets/scam_donation_2024/scammers_images/all/youtube_XE8IS1ACJi8.png,Politics/War,youtube
203,/data/datasets/scam_donation_2024/scammers_images/all/twitter_19379076.png,Association Logos,twitter
204,/data/datasets/scam_donation_2024/scammers_images/all/youtube_qPA0YcdgdT0.png,Politics/War,youtube
205,/data/datasets/scam_donation_2024/scammers_images/all/instagram_discoveryprep.png,Association Logos,instagram
206,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1396433804-fatimakhadueva369.png,Frontimage Man/Woman,telegram
207,/data/datasets/scam_donation_2024/scammers_images/all/twitter_24335226.png,Frontimage Man/Woman,twitter
208,/data/datasets/scam_donation_2024/scammers_images/all/twitter_439348486.png,Frontimage Man/Woman,twitter
209,/data/datasets/scam_donation_2024/scammers_images/all/youtube_QMbWE69wjUU.png,Social Content/Posts,youtube
210,/data/datasets/scam_donation_2024/scammers_images/all/twitter_122068746.png,Games & Cartoon,twitter
211,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063644254824.png,Association Logos,facebook
212,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1755578273-vikasncertteam.png,Politics/War,telegram
213,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100048098630161.png,Pets,facebook
214,/data/datasets/scam_donation_2024/scammers_images/all/twitter_18029079.png,Frontimage Man/Woman,twitter
215,/data/datasets/scam_donation_2024/scammers_images/all/youtube_LeshgkkO7HE.png,Pets,youtube
216,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1243786658-cbUY6jTCuXIwNzIy.png,Politics/War,telegram
217,/data/datasets/scam_donation_2024/scammers_images/all/youtube__E-uU0al7LI.png,Politics/War,youtube
218,/data/datasets/scam_donation_2024/scammers_images/all/youtube_mPG55qISRuE.png,Frontimage Man/Woman,youtube
219,/data/datasets/scam_donation_2024/scammers_images/all/youtube_FrZty2pHp6k.png,Social Content/Posts,youtube
220,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1658118535-losevlive.png,Frontimage Man/Woman,telegram
221,/data/datasets/scam_donation_2024/scammers_images/all/youtube_DBDkj_txo_o.png,Politics/War,youtube
222,/data/datasets/scam_donation_2024/scammers_images/all/youtube_bm81x9kFAKU.png,Politics/War,youtube
223,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064653075365.png,Pets,facebook
224,/data/datasets/scam_donation_2024/scammers_images/all/youtube_QpcmSKtCa5c.png,Politics/War,youtube
225,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1605361849-meankeen.png,Frontimage Man/Woman,telegram
226,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064637861617.png,Pets,facebook
227,/data/datasets/scam_donation_2024/scammers_images/all/-pza8fv40b4.png,Games & Cartoon,-pza8fv40b4.png
228,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1429495042696269829.png,Frontimage Man/Woman,twitter
229,/data/datasets/scam_donation_2024/scammers_images/all/youtube__OvUBcST-U0.png,Social Content/Posts,youtube
230,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1634214154-rostok_pitomnik.png,Politics/War,telegram
231,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100063667595963.png,Frontimage Man/Woman,facebook
232,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100065484159202.png,Pets,facebook
233,/data/datasets/scam_donation_2024/scammers_images/all/youtube_kI5IiWrF42M.png,Politics/War,youtube
234,/data/datasets/scam_donation_2024/scammers_images/all/twitter_948303604393357312.png,Crypto Coins,twitter
235,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1842181039-artjockey.png,Games & Cartoon,telegram
236,/data/datasets/scam_donation_2024/scammers_images/all/youtube_4Z3kHDCBWYE.png,Social Content/Posts,youtube
237,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1002973057726779398.png,Association Logos,twitter
238,/data/datasets/scam_donation_2024/scammers_images/all/twitter_4132926754.png,Frontimage Man/Woman,twitter
239,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064531968877.png,Games & Cartoon,facebook
240,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1329928361-k_s_ksenyaa.png,Frontimage Man/Woman,telegram
241,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064656371140.png,Association Logos,facebook
242,/data/datasets/scam_donation_2024/scammers_images/all/twitter_159367435.png,Frontimage Man/Woman,twitter
243,/data/datasets/scam_donation_2024/scammers_images/all/twitter_768653585911455744.png,Frontimage Man/Woman,twitter
244,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1699954819.png,Miscellaneous,telegram
245,/data/datasets/scam_donation_2024/scammers_images/all/youtube_6JeVAm9G1i0.png,Politics/War,youtube
246,/data/datasets/scam_donation_2024/scammers_images/all/instagram_acrocats.png,Pets,instagram
247,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1680956281-robert_magyar.png,Politics/War,telegram
248,/data/datasets/scam_donation_2024/scammers_images/all/youtube_kv8VJWIb80s.png,Social Content/Posts,youtube
249,/data/datasets/scam_donation_2024/scammers_images/all/twitter_210821882.png,Association Logos,twitter
250,/data/datasets/scam_donation_2024/scammers_images/all/youtube_PDQbOvp40ho.png,Social Content/Posts,youtube
251,/data/datasets/scam_donation_2024/scammers_images/all/twitter_935173663174905856.png,Association Logos,twitter
252,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1772083679-1SDSpn19D9wzOGYy.png,Frontimage Man/Woman,telegram
253,/data/datasets/scam_donation_2024/scammers_images/all/telegram_1719646875-muefaco.png,Association Logos,telegram
254,/data/datasets/scam_donation_2024/scammers_images/all/youtube_eQmHLrCiX1Y.png,Frontimage Man/Woman,youtube
255,/data/datasets/scam_donation_2024/scammers_images/all/twitter_19668491.png,Frontimage Man/Woman,twitter
256,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100064046648934.png,Association Logos,facebook
257,/data/datasets/scam_donation_2024/scammers_images/all/twitter_1138686955544371200.png,Crypto Coins,twitter
258,/data/datasets/scam_donation_2024/scammers_images/all/facebook_100057379003033.png,Pets,facebook
259,/data/datasets/scam_donation_2024/scammers_images/all/youtube_AiV7FvXNxeE.png,Politics/War,youtube
260,/data/datasets/scam_donation_2024/scammers_images/all/youtube_lNNyaD4zArE.png,Politics/War,youtube
261,/data/datasets/scam_donation_2024/scammers_images/all/twitter_550529673.png,Association Logos,twitter
